date,numday,pms_count,PMS_numkilled,MP_stories_total,AP_stories_total,TVShoot_stories_total
2003-07-03,1279.0,0.0,0,1.5114838,0,0
2003-07-04,1280.0,0.0,0,2.1269312,1,0
2003-07-05,1281.0,0.0,0,7.9605584,0,0
2003-07-06,1282.0,0.0,0,3.1946547,0,2
2003-07-07,1283.0,0.0,0,1.327182,0,0
2003-07-08,1284.0,1.0,6,0.0,1,5
2003-07-09,1285.0,0.0,0,6.6576123,2,2
2003-07-10,1286.0,0.0,0,6.648316,0,2
2003-07-11,1287.0,0.0,0,1.327182,0,0
2003-07-12,1288.0,0.0,0,0.40501332,0,0
2003-07-13,1289.0,0.0,0,0.0,0,0
2003-07-14,1290.0,0.0,0,0.0,0,0
2003-07-15,1291.0,0.0,0,1.0921683,0,0
2003-07-16,1292.0,0.0,0,2.557834,0,0
2003-07-17,1293.0,0.0,0,1.829354,1,0
2003-07-18,1294.0,0.0,0,0.0,0,0
2003-07-19,1295.0,0.0,0,0.5296332,0,0
2003-07-20,1296.0,0.0,0,5.3789325,0,0
2003-07-21,1297.0,0.0,0,2.1269312,0,0
2003-07-22,1298.0,0.0,0,5.2919946,1,1
2003-07-23,1299.0,0.0,0,1.3758136,0,5
2003-07-24,1300.0,0.0,0,3.9984186,0,1
2003-07-25,1301.0,0.0,0,1.2318743,0,0
2003-07-26,1302.0,0.0,0,0.0,0,0
2003-07-27,1303.0,0.0,0,0.56253517,0,1
2003-07-28,1304.0,0.0,0,2.1269312,0,1
2003-07-29,1305.0,0.0,0,0.0,0,0
2003-07-30,1306.0,0.0,0,0.0,0,0
2003-07-31,1307.0,0.0,0,1.327182,0,0
2003-08-01,1308.0,0.0,0,0.0,0,0
2003-08-02,1309.0,0.0,0,1.3758136,0,0
2003-08-03,1310.0,0.0,0,4.2538624,0,0
2003-08-04,1311.0,0.0,0,0.21631703,0,0
2003-08-05,1312.0,0.0,0,0.0,0,0
2003-08-06,1313.0,0.0,0,2.1269312,0,0
2003-08-07,1314.0,0.0,0,4.2538624,0,0
2003-08-08,1315.0,0.0,0,2.8572657,1,0
2003-08-09,1316.0,0.0,0,3.0615776,0,0
2003-08-10,1317.0,0.0,0,1.8568153,0,1
2003-08-11,1318.0,0.0,0,0.0,0,0
2003-08-12,1319.0,0.0,0,1.327182,0,1
2003-08-13,1320.0,0.0,0,4.324446,0,0
2003-08-14,1321.0,0.0,0,0.0,0,0
2003-08-15,1322.0,0.0,0,1.3758136,0,1
2003-08-16,1323.0,0.0,0,0.0,0,3
2003-08-17,1324.0,0.0,0,2.6894662,0,4
2003-08-18,1325.0,0.0,0,4.324446,0,4
2003-08-19,1326.0,0.0,0,0.0,0,2
2003-08-20,1327.0,0.0,0,0.0,0,1
2003-08-21,1328.0,0.0,0,0.0,0,1
2003-08-22,1329.0,0.0,0,2.574786,0,2
2003-08-23,1330.0,0.0,0,0.65540355,0,0
2003-08-24,1331.0,0.0,0,3.6829042,0,0
2003-08-25,1332.0,0.0,0,1.1250703,0,0
2003-08-26,1333.0,0.0,0,0.0,0,0
2003-08-27,1334.0,1.0,6,0.0,0,4
2003-08-28,1335.0,0.0,0,1.1250703,0,1
2003-08-29,1336.0,0.0,0,1.327182,0,1
2003-08-30,1337.0,0.0,0,1.3758136,0,1
2003-08-31,1338.0,0.0,0,2.557834,0,1
2003-09-01,1339.0,0.0,0,0.97119325,0,0
2003-09-02,1340.0,0.0,0,4.324446,0,1
2003-09-03,1341.0,0.0,0,3.1316812,0,1
2003-09-04,1342.0,0.0,0,4.324446,0,0
2003-09-05,1343.0,0.0,0,3.2520015,0,0
2003-09-06,1344.0,0.0,0,0.0,0,0
2003-09-07,1345.0,0.0,0,7.002238,0,0
2003-09-08,1346.0,0.0,0,0.6693392,0,0
2003-09-09,1347.0,0.0,0,0.3835185,0,0
2003-09-10,1348.0,0.0,0,0.0,0,0
2003-09-11,1349.0,0.0,0,3.5027447,0,0
2003-09-12,1350.0,0.0,0,5.393512,0,1
2003-09-13,1351.0,0.0,0,0.6693392,0,0
2003-09-14,1352.0,0.0,0,3.4747329,0,4
2003-09-15,1353.0,0.0,0,0.0,0,2
2003-09-16,1354.0,0.0,0,0.5402905,0,0
2003-09-17,1355.0,0.0,0,6.2141633,0,0
2003-09-18,1356.0,0.0,0,0.0,0,0
2003-09-19,1357.0,0.0,0,0.8217545,0,1
2003-09-20,1358.0,0.0,0,0.0,0,0
2003-09-21,1359.0,0.0,0,2.6565645,0,0
2003-09-22,1360.0,0.0,0,0.6784626,0,0
2003-09-23,1361.0,0.0,0,0.0,1,0
2003-09-24,1362.0,0.0,0,10.303256,0,0
2003-09-25,1363.0,0.0,0,0.21631703,0,1
2003-09-26,1364.0,0.0,0,6.3045926,1,0
2003-09-27,1365.0,0.0,0,3.5027447,0,2
2003-09-28,1366.0,0.0,0,3.8884387,0,0
2003-09-29,1367.0,0.0,0,4.2826467,0,0
2003-09-30,1368.0,0.0,0,0.0,0,0
2003-10-01,1369.0,0.0,0,2.6565645,0,1
2003-10-02,1370.0,0.0,0,7.240528,0,1
2003-10-03,1371.0,0.0,0,4.324446,0,1
2003-10-04,1372.0,0.0,0,2.1269312,0,0
2003-10-05,1373.0,0.0,0,0.0,0,3
2003-10-06,1374.0,0.0,0,0.40501332,0,0
2003-10-07,1375.0,0.0,0,4.659572,0,0
2003-10-08,1376.0,0.0,0,2.690516,0,0
2003-10-09,1377.0,0.0,0,0.43090278,0,0
2003-10-10,1378.0,0.0,0,0.41087726,0,0
2003-10-11,1379.0,0.0,0,0.0,0,0
2003-10-12,1380.0,0.0,0,5.5083895,0,0
2003-10-13,1381.0,0.0,0,1.6547035,1,0
2003-10-14,1382.0,0.0,0,0.0,0,1
2003-10-15,1383.0,0.0,0,4.324446,0,1
2003-10-16,1384.0,0.0,0,0.81442124,0,0
2003-10-17,1385.0,0.0,0,2.388702,2,0
2003-10-18,1386.0,0.0,0,0.0,0,0
2003-10-19,1387.0,0.0,0,0.0,0,1
2003-10-20,1388.0,0.0,0,1.363334,1,3
2003-10-21,1389.0,0.0,0,2.7391477,0,1
2003-10-22,1390.0,0.0,0,6.357119,0,6
2003-10-23,1391.0,0.0,0,3.121419,0,0
2003-10-24,1392.0,1.0,4,5.651628,0,0
2003-10-25,1393.0,0.0,0,0.0,0,0
2003-10-26,1394.0,0.0,0,2.0056448,0,0
2003-10-27,1395.0,0.0,0,0.0,0,0
2003-10-28,1396.0,0.0,0,0.93464655,0,1
2003-10-29,1397.0,0.0,0,1.2179387,0,1
2003-10-30,1398.0,0.0,0,0.43090278,0,1
2003-10-31,1399.0,0.0,0,0.0,1,4
2003-11-01,1400.0,0.0,0,0.0,0,0
2003-11-02,1401.0,0.0,0,6.245575,0,1
2003-11-03,1402.0,0.0,0,0.0,1,1
2003-11-04,1403.0,0.0,0,3.4541132,1,0
2003-11-05,1404.0,0.0,0,1.100242,0,0
2003-11-06,1405.0,0.0,0,0.64721984,1,0
2003-11-07,1406.0,0.0,0,3.5027447,0,0
2003-11-08,1407.0,0.0,0,3.8376317,0,0
2003-11-09,1408.0,0.0,0,3.108009,1,2
2003-11-10,1409.0,0.0,0,0.0,0,1
2003-11-11,1410.0,0.0,0,0.0,0,0
2003-11-12,1411.0,0.0,0,4.7812953,0,0
2003-11-13,1412.0,0.0,0,1.555973,0,0
2003-11-14,1413.0,0.0,0,1.7944095,0,0
2003-11-15,1414.0,0.0,0,1.327182,0,0
2003-11-16,1415.0,0.0,0,5.257646,0,1
2003-11-17,1416.0,0.0,0,0.56253517,0,5
2003-11-18,1417.0,0.0,0,0.40501332,1,1
2003-11-19,1418.0,0.0,0,0.56253517,0,1
2003-11-20,1419.0,0.0,0,0.43090278,0,4
2003-11-21,1420.0,0.0,0,2.5319445,0,1
2003-11-22,1421.0,0.0,0,0.0,0,0
2003-11-23,1422.0,0.0,0,1.7321954,0,0
2003-11-24,1423.0,0.0,0,0.0,0,4
2003-11-25,1424.0,0.0,0,3.0615776,0,0
2003-11-26,1425.0,0.0,0,3.2190995,0,1
2003-11-27,1426.0,0.0,0,0.43090278,0,0
2003-11-28,1427.0,0.0,0,2.1269312,0,4
2003-11-29,1428.0,0.0,0,0.0,0,2
2003-11-30,1429.0,0.0,0,3.3419712,0,2
2003-12-01,1430.0,0.0,0,0.40501332,0,1
2003-12-02,1431.0,0.0,0,0.0,0,3
2003-12-03,1432.0,0.0,0,0.0,0,1
2003-12-04,1433.0,0.0,0,5.24835,0,0
2003-12-05,1434.0,0.0,0,2.1269312,0,2
2003-12-06,1435.0,0.0,0,0.0,0,3
2003-12-07,1436.0,0.0,0,3.4607973,0,2
2003-12-08,1437.0,0.0,0,0.0,0,1
2003-12-09,1438.0,0.0,0,6.4513774,0,0
2003-12-10,1439.0,0.0,0,0.0,0,1
2003-12-11,1440.0,0.0,0,0.0,0,0
2003-12-12,1441.0,0.0,0,0.0,0,1
2003-12-13,1442.0,0.0,0,0.6693392,0,1
2003-12-14,1443.0,0.0,0,3.3119678,0,0
2003-12-15,1444.0,0.0,0,23.28534,0,0
2003-12-16,1445.0,0.0,0,4.6066203,0,1
2003-12-17,1446.0,0.0,0,5.694447,0,4
2003-12-18,1447.0,0.0,0,0.40501332,0,3
2003-12-19,1448.0,0.0,0,0.56253517,0,1
2003-12-20,1449.0,0.0,0,0.0,0,2
2003-12-21,1450.0,0.0,0,5.779637,0,2
2003-12-22,1451.0,0.0,0,0.9131517,0,0
2003-12-23,1452.0,0.0,0,2.1269312,0,2
2003-12-24,1453.0,0.0,0,0.5402905,0,1
2003-12-25,1454.0,0.0,0,0.0,0,0
2003-12-26,1455.0,0.0,0,1.3758136,0,0
2003-12-27,1456.0,0.0,0,0.0,0,0
2003-12-28,1457.0,0.0,0,3.7732117,0,0
2003-12-29,1458.0,0.0,0,1.3758136,0,0
2003-12-30,1459.0,0.0,0,2.1269312,0,2
2003-12-31,1460.0,0.0,0,0.0,0,0
2004-01-01,1461.0,0.0,0,2.7962704,0,0
2004-01-02,1462.0,0.0,0,0.21631703,0,0
2004-01-03,1463.0,0.0,0,0.0,0,0
2004-01-04,1464.0,0.0,0,2.1269312,0,1
2004-01-05,1465.0,0.0,0,0.5402905,1,0
2004-01-06,1466.0,0.0,0,3.372335,0,0
2004-01-07,1467.0,0.0,0,2.654364,0,0
2004-01-08,1468.0,0.0,0,0.0,0,0
2004-01-09,1469.0,0.0,0,0.65540355,0,0
2004-01-10,1470.0,0.0,0,0.0,0,0
2004-01-11,1471.0,0.0,0,1.363334,0,0
2004-01-12,1472.0,0.0,0,0.41087726,0,3
2004-01-13,1473.0,0.0,0,0.0,0,0
2004-01-14,1474.0,0.0,0,10.310504,0,0
2004-01-15,1475.0,0.0,0,5.68778,0,0
2004-01-16,1476.0,0.0,0,0.0,0,0
2004-01-17,1477.0,0.0,0,0.0,0,1
2004-01-18,1478.0,0.0,0,1.7321954,0,0
2004-01-19,1479.0,0.0,0,0.0,0,0
2004-01-20,1480.0,0.0,0,1.3758136,0,0
2004-01-21,1481.0,0.0,0,4.5284657,0,0
2004-01-22,1482.0,0.0,0,2.7029958,0,1
2004-01-23,1483.0,0.0,0,2.1269312,1,1
2004-01-24,1484.0,0.0,0,1.327182,0,2
2004-01-25,1485.0,0.0,0,2.1269312,0,0
2004-01-26,1486.0,0.0,0,0.0,0,0
2004-01-27,1487.0,0.0,0,2.7029958,0,0
2004-01-28,1488.0,0.0,0,2.8065479,0,1
2004-01-29,1489.0,0.0,0,1.3758136,0,0
2004-01-30,1490.0,0.0,0,2.5319445,0,2
2004-01-31,1491.0,0.0,0,0.0,0,1
2004-02-01,1492.0,0.0,0,3.7638187,0,0
2004-02-02,1493.0,0.0,0,0.21631703,0,0
2004-02-03,1494.0,0.0,0,2.2614698,0,0
2004-02-04,1495.0,0.0,0,0.0,0,0
2004-02-05,1496.0,0.0,0,0.0,0,1
2004-02-06,1497.0,0.0,0,3.1545181,0,1
2004-02-07,1498.0,0.0,0,1.327182,0,0
2004-02-08,1499.0,0.0,0,0.5296332,0,4
2004-02-09,1500.0,0.0,0,0.3835185,0,4
2004-02-10,1501.0,0.0,0,0.5296332,0,0
2004-02-11,1502.0,0.0,0,2.7962704,0,0
2004-02-12,1503.0,0.0,0,1.7436917,0,0
2004-02-13,1504.0,0.0,0,5.2101026,0,2
2004-02-14,1505.0,0.0,0,2.7962704,0,6
2004-02-15,1506.0,0.0,0,2.0326731,0,4
2004-02-16,1507.0,0.0,0,0.5296332,0,1
2004-02-17,1508.0,0.0,0,2.5319445,0,1
2004-02-18,1509.0,0.0,0,3.1474848,0,1
2004-02-19,1510.0,0.0,0,1.0802164,0,2
2004-02-20,1511.0,0.0,0,0.0,1,1
2004-02-21,1512.0,0.0,0,2.1269312,0,2
2004-02-22,1513.0,0.0,0,4.2538624,0,0
2004-02-23,1514.0,0.0,0,0.0,0,2
2004-02-24,1515.0,0.0,0,1.0743525,0,1
2004-02-25,1516.0,0.0,0,0.43090278,0,2
2004-02-26,1517.0,0.0,0,2.7962704,0,4
2004-02-27,1518.0,0.0,0,5.17631,0,0
2004-02-28,1519.0,0.0,0,0.88565624,0,0
2004-02-29,1520.0,0.0,0,0.81002665,0,1
2004-03-01,1521.0,0.0,0,3.4902651,0,1
2004-03-02,1522.0,0.0,0,2.3308823,0,0
2004-03-03,1523.0,0.0,0,3.2012837,1,3
2004-03-04,1524.0,0.0,0,0.88565624,0,1
2004-03-05,1525.0,0.0,0,4.324446,0,0
2004-03-06,1526.0,0.0,0,1.5549954,0,0
2004-03-07,1527.0,0.0,0,2.6894662,0,1
2004-03-08,1528.0,0.0,0,4.324446,1,1
2004-03-09,1529.0,0.0,0,0.21631703,0,2
2004-03-10,1530.0,0.0,0,0.0,0,4
2004-03-11,1531.0,0.0,0,0.0,0,1
2004-03-12,1532.0,0.0,0,3.9756784,0,1
2004-03-13,1533.0,0.0,0,0.0,2,1
2004-03-14,1534.0,0.0,0,9.78235,2,0
2004-03-15,1535.0,0.0,0,7.424676,2,5
2004-03-16,1536.0,0.0,0,5.9860578,0,7
2004-03-17,1537.0,0.0,0,4.324446,0,6
2004-03-18,1538.0,0.0,0,0.40501332,2,2
2004-03-19,1539.0,0.0,0,12.432023,1,2
2004-03-20,1540.0,0.0,0,1.327182,0,1
2004-03-21,1541.0,0.0,0,5.2749095,0,2
2004-03-22,1542.0,0.0,0,0.0,0,1
2004-03-23,1543.0,0.0,0,4.8284993,2,1
2004-03-24,1544.0,0.0,0,3.4902651,0,1
2004-03-25,1545.0,0.0,0,0.0,1,1
2004-03-26,1546.0,0.0,0,4.1998186,1,1
2004-03-27,1547.0,0.0,0,2.7029958,0,1
2004-03-28,1548.0,0.0,0,3.0767379,0,1
2004-03-29,1549.0,0.0,0,0.81442124,0,0
2004-03-30,1550.0,0.0,0,0.0,0,0
2004-03-31,1551.0,0.0,0,0.5296332,0,1
2004-04-01,1552.0,0.0,0,1.363334,0,4
2004-04-02,1553.0,0.0,0,3.204617,0,0
2004-04-03,1554.0,0.0,0,1.327182,0,0
2004-04-04,1555.0,0.0,0,7.572512,0,0
2004-04-05,1556.0,0.0,0,1.4152895,1,2
2004-04-06,1557.0,0.0,0,3.7287166,0,0
2004-04-07,1558.0,0.0,0,3.5027447,0,1
2004-04-08,1559.0,0.0,0,5.8853908,0,1
2004-04-09,1560.0,0.0,0,0.0,1,1
2004-04-10,1561.0,0.0,0,0.0,1,1
2004-04-11,1562.0,0.0,0,0.81002665,0,1
2004-04-12,1563.0,0.0,0,0.0,0,1
2004-04-13,1564.0,0.0,0,2.1269312,0,1
2004-04-14,1565.0,0.0,0,0.6693392,0,1
2004-04-15,1566.0,0.0,0,3.0148122,0,1
2004-04-16,1567.0,0.0,0,5.334443,0,2
2004-04-17,1568.0,0.0,0,0.0,0,2
2004-04-18,1569.0,0.0,0,3.1101863,0,1
2004-04-19,1570.0,0.0,0,0.0,0,1
2004-04-20,1571.0,0.0,0,0.0,0,4
2004-04-21,1572.0,0.0,0,0.40501332,0,3
2004-04-22,1573.0,0.0,0,4.7941527,0,2
2004-04-23,1574.0,0.0,0,0.0,0,1
2004-04-24,1575.0,0.0,0,0.0,0,0
2004-04-25,1576.0,0.0,0,3.108009,0,0
2004-04-26,1577.0,0.0,0,0.0,0,2
2004-04-27,1578.0,0.0,0,0.0,0,4
2004-04-28,1579.0,0.0,0,1.327182,0,1
2004-04-29,1580.0,0.0,0,0.0,0,2
2004-04-30,1581.0,0.0,0,4.9232016,0,3
2004-05-01,1582.0,0.0,0,2.1269312,0,1
2004-05-02,1583.0,0.0,0,4.8289437,0,1
2004-05-03,1584.0,0.0,0,1.3478018,0,1
2004-05-04,1585.0,0.0,0,0.0,0,0
2004-05-05,1586.0,0.0,0,7.927634,0,0
2004-05-06,1587.0,0.0,0,0.6784626,2,0
2004-05-07,1588.0,0.0,0,3.2012837,2,0
2004-05-08,1589.0,0.0,0,2.5261545,0,0
2004-05-09,1590.0,0.0,0,0.8359161,0,0
2004-05-10,1591.0,0.0,0,0.0,0,0
2004-05-11,1592.0,0.0,0,4.324446,1,0
2004-05-12,1593.0,0.0,0,0.21631703,0,0
2004-05-13,1594.0,0.0,0,4.1731396,0,0
2004-05-14,1595.0,0.0,0,3.5027447,1,0
2004-05-15,1596.0,0.0,0,0.0,1,0
2004-05-16,1597.0,0.0,0,1.7866908,2,0
2004-05-17,1598.0,0.0,0,0.21631703,0,0
2004-05-18,1599.0,0.0,0,2.654364,0,0
2004-05-19,1600.0,0.0,0,3.4902651,0,2
2004-05-20,1601.0,0.0,0,3.1316812,0,0
2004-05-21,1602.0,0.0,0,0.0,0,1
2004-05-22,1603.0,0.0,0,0.65540355,0,0
2004-05-23,1604.0,0.0,0,2.1269312,0,1
2004-05-24,1605.0,0.0,0,0.0,0,0
2004-05-25,1606.0,0.0,0,0.65540355,0,0
2004-05-26,1607.0,0.0,0,0.0,0,0
2004-05-27,1608.0,0.0,0,0.41087726,0,0
2004-05-28,1609.0,0.0,0,6.373426,0,0
2004-05-29,1610.0,0.0,0,2.1269312,0,0
2004-05-30,1611.0,0.0,0,2.6894662,1,2
2004-05-31,1612.0,0.0,0,0.0,0,0
2004-06-01,1613.0,0.0,0,1.327182,0,0
2004-06-02,1614.0,0.0,0,0.0,0,1
2004-06-03,1615.0,0.0,0,1.3758136,0,0
2004-06-04,1616.0,0.0,0,0.0,1,0
2004-06-05,1617.0,0.0,0,0.0,0,0
2004-06-06,1618.0,0.0,0,5.9860578,0,0
2004-06-07,1619.0,0.0,0,0.0,0,0
2004-06-08,1620.0,0.0,0,1.327182,0,1
2004-06-09,1621.0,0.0,0,0.0,0,0
2004-06-10,1622.0,0.0,0,4.5407634,0,0
2004-06-11,1623.0,0.0,0,1.327182,0,0
2004-06-12,1624.0,0.0,0,1.2267678,2,0
2004-06-13,1625.0,0.0,0,3.8649905,0,1
2004-06-14,1626.0,0.0,0,0.0,0,0
2004-06-15,1627.0,0.0,0,0.0,0,0
2004-06-16,1628.0,0.0,0,4.2538624,0,1
2004-06-17,1629.0,0.0,0,8.320192,0,1
2004-06-18,1630.0,0.0,0,2.5104496,0,2
2004-06-19,1631.0,0.0,0,1.7593321,0,2
2004-06-20,1632.0,0.0,0,3.0615776,0,0
2004-06-21,1633.0,0.0,0,0.41087726,0,1
2004-06-22,1634.0,0.0,0,0.0,1,1
2004-06-23,1635.0,0.0,0,5.8739896,0,1
2004-06-24,1636.0,0.0,0,3.1338985,0,0
2004-06-25,1637.0,0.0,0,0.6693392,0,0
2004-06-26,1638.0,0.0,0,1.1989725,0,0
2004-06-27,1639.0,0.0,0,2.559028,0,0
2004-06-28,1640.0,0.0,0,0.65540355,0,1
2004-06-29,1641.0,0.0,0,1.3338661,0,0
2004-06-30,1642.0,0.0,0,0.0,0,0
2004-07-01,1643.0,0.0,0,1.363334,0,0
2004-07-02,1644.0,1.0,5,6.6188936,0,2
2004-07-03,1645.0,0.0,0,0.84178007,0,4
2004-07-04,1646.0,0.0,0,4.684765,0,1
2004-07-05,1647.0,0.0,0,2.1269312,0,0
2004-07-06,1648.0,0.0,0,0.0,0,1
2004-07-07,1649.0,0.0,0,3.4541132,0,1
2004-07-08,1650.0,0.0,0,1.327182,0,0
2004-07-09,1651.0,0.0,0,0.0,0,0
2004-07-10,1652.0,0.0,0,1.3758136,0,2
2004-07-11,1653.0,0.0,0,1.8897172,0,0
2004-07-12,1654.0,0.0,0,0.0,1,1
2004-07-13,1655.0,0.0,0,11.758903,0,0
2004-07-14,1656.0,0.0,0,3.6500022,0,1
2004-07-15,1657.0,0.0,0,0.0,0,2
2004-07-16,1658.0,0.0,0,0.40501332,0,0
2004-07-17,1659.0,0.0,0,0.41087726,0,1
2004-07-18,1660.0,0.0,0,1.0921683,0,0
2004-07-19,1661.0,0.0,0,1.3758136,0,0
2004-07-20,1662.0,0.0,0,3.5027447,1,0
2004-07-21,1663.0,0.0,0,4.8647366,0,0
2004-07-22,1664.0,0.0,0,2.1269312,0,0
2004-07-23,1665.0,0.0,0,5.617196,0,1
2004-07-24,1666.0,0.0,0,0.8359161,0,0
2004-07-25,1667.0,0.0,0,4.1456685,0,0
2004-07-26,1668.0,0.0,0,1.363334,0,2
2004-07-27,1669.0,0.0,0,2.1269312,0,0
2004-07-28,1670.0,0.0,0,0.41087726,0,0
2004-07-29,1671.0,0.0,0,2.915463,0,0
2004-07-30,1672.0,0.0,0,2.1269312,0,0
2004-07-31,1673.0,0.0,0,0.56253517,0,0
2004-08-01,1674.0,0.0,0,1.0743525,0,0
2004-08-02,1675.0,0.0,0,0.0,0,0
2004-08-03,1676.0,0.0,0,2.1269312,0,0
2004-08-04,1677.0,0.0,0,4.8540792,0,0
2004-08-05,1678.0,0.0,0,4.324446,0,0
2004-08-06,1679.0,0.0,0,0.65540355,0,1
2004-08-07,1680.0,0.0,0,4.2538624,0,1
2004-08-08,1681.0,0.0,0,1.327182,0,0
2004-08-09,1682.0,0.0,0,0.0,2,0
2004-08-10,1683.0,0.0,0,7.921056,0,0
2004-08-11,1684.0,0.0,0,0.43090278,0,0
2004-08-12,1685.0,0.0,0,0.43090278,0,1
2004-08-13,1686.0,0.0,0,4.2900295,0,0
2004-08-14,1687.0,0.0,0,0.0,0,0
2004-08-15,1688.0,0.0,0,2.452674,0,1
2004-08-16,1689.0,0.0,0,0.0,0,0
2004-08-17,1690.0,0.0,0,1.327182,0,0
2004-08-18,1691.0,0.0,0,1.7580849,0,0
2004-08-19,1692.0,0.0,0,0.21631703,0,1
2004-08-20,1693.0,0.0,0,0.0,0,1
2004-08-21,1694.0,0.0,0,0.0,0,1
2004-08-22,1695.0,0.0,0,1.7107006,0,0
2004-08-23,1696.0,0.0,0,0.6784626,0,3
2004-08-24,1697.0,0.0,0,0.0,0,0
2004-08-25,1698.0,0.0,0,0.0,0,2
2004-08-26,1699.0,0.0,0,0.0,1,1
2004-08-27,1700.0,0.0,0,0.40501332,0,0
2004-08-28,1701.0,0.0,0,1.3758136,0,0
2004-08-29,1702.0,0.0,0,0.6784626,0,0
2004-08-30,1703.0,0.0,0,0.0,0,0
2004-08-31,1704.0,0.0,0,1.9054469,0,0
2004-09-01,1705.0,0.0,0,6.157109,0,0
2004-09-02,1706.0,0.0,0,3.3255582,0,0
2004-09-03,1707.0,0.0,0,0.0,0,2
2004-09-04,1708.0,0.0,0,0.0,0,1
2004-09-05,1709.0,0.0,0,3.3328269,0,1
2004-09-06,1710.0,0.0,0,0.0,0,0
2004-09-07,1711.0,0.0,0,2.1269312,0,0
2004-09-08,1712.0,0.0,0,0.40501332,0,0
2004-09-09,1713.0,0.0,0,0.0,0,0
2004-09-10,1714.0,0.0,0,4.8869815,0,0
2004-09-11,1715.0,0.0,0,2.7391477,0,1
2004-09-12,1716.0,0.0,0,4.817447,0,0
2004-09-13,1717.0,0.0,0,1.327182,0,4
2004-09-14,1718.0,0.0,0,0.41087726,0,0
2004-09-15,1719.0,0.0,0,1.3758136,0,0
2004-09-16,1720.0,0.0,0,0.0,0,0
2004-09-17,1721.0,0.0,0,4.866079,0,0
2004-09-18,1722.0,0.0,0,0.0,0,0
2004-09-19,1723.0,0.0,0,0.3835185,0,0
2004-09-20,1724.0,0.0,0,1.0528576,1,0
2004-09-21,1725.0,0.0,0,0.3835185,0,0
2004-09-22,1726.0,0.0,0,0.21631703,0,0
2004-09-23,1727.0,0.0,0,0.56253517,0,0
2004-09-24,1728.0,0.0,0,0.0,0,0
2004-09-25,1729.0,0.0,0,3.2075121,0,0
2004-09-26,1730.0,0.0,0,5.7117333,0,0
2004-09-27,1731.0,0.0,0,1.7942368,0,0
2004-09-28,1732.0,0.0,0,0.0,0,0
2004-09-29,1733.0,0.0,0,0.40501332,0,0
2004-09-30,1734.0,0.0,0,0.6784626,0,0
2004-10-01,1735.0,0.0,0,0.0,0,0
2004-10-02,1736.0,0.0,0,0.0,0,0
2004-10-03,1737.0,0.0,0,2.6894662,0,0
2004-10-04,1738.0,0.0,0,0.0,0,0
2004-10-05,1739.0,0.0,0,0.0,0,0
2004-10-06,1740.0,0.0,0,5.581044,0,0
2004-10-07,1741.0,0.0,0,0.0,0,1
2004-10-08,1742.0,0.0,0,2.3692515,1,0
2004-10-09,1743.0,0.0,0,1.327182,0,0
2004-10-10,1744.0,0.0,0,4.516094,0,0
2004-10-11,1745.0,0.0,0,2.9587886,0,0
2004-10-12,1746.0,0.0,0,0.88565624,0,1
2004-10-13,1747.0,0.0,0,0.88565624,1,0
2004-10-14,1748.0,0.0,0,2.4560301,0,0
2004-10-15,1749.0,0.0,0,0.21631703,0,0
2004-10-16,1750.0,0.0,0,0.21631703,0,0
2004-10-17,1751.0,0.0,0,3.210407,0,0
2004-10-18,1752.0,0.0,0,0.0,2,0
2004-10-19,1753.0,0.0,0,4.1234527,1,0
2004-10-20,1754.0,0.0,0,3.1861975,0,0
2004-10-21,1755.0,0.0,0,0.0,0,1
2004-10-22,1756.0,0.0,0,4.7539062,0,0
2004-10-23,1757.0,0.0,0,0.0,0,0
2004-10-24,1758.0,0.0,0,1.4701437,0,0
2004-10-25,1759.0,0.0,0,2.9369578,0,0
2004-10-26,1760.0,0.0,0,0.0,0,0
2004-10-27,1761.0,0.0,0,0.0,1,0
2004-10-28,1762.0,0.0,0,0.0,0,0
2004-10-29,1763.0,0.0,0,8.457022,0,0
2004-10-30,1764.0,0.0,0,3.5188863,1,0
2004-10-31,1765.0,0.0,0,5.9106655,0,0
2004-11-01,1766.0,0.0,0,6.4513774,0,1
2004-11-02,1767.0,0.0,0,2.31046,0,0
2004-11-03,1768.0,0.0,0,1.7321954,0,0
2004-11-04,1769.0,0.0,0,0.0,0,0
2004-11-05,1770.0,0.0,0,3.5027447,0,1
2004-11-06,1771.0,0.0,0,1.3478018,0,0
2004-11-07,1772.0,0.0,0,0.81002665,0,0
2004-11-08,1773.0,0.0,0,0.0,1,1
2004-11-09,1774.0,0.0,0,2.8706813,0,2
2004-11-10,1775.0,0.0,0,2.1269312,0,2
2004-11-11,1776.0,0.0,0,3.2812605,0,0
2004-11-12,1777.0,0.0,0,2.7813437,0,1
2004-11-13,1778.0,0.0,0,2.1269312,0,0
2004-11-14,1779.0,0.0,0,0.0,0,2
2004-11-15,1780.0,0.0,0,3.3097677,0,2
2004-11-16,1781.0,0.0,0,2.1269312,0,3
2004-11-17,1782.0,0.0,0,5.904097,0,1
2004-11-18,1783.0,0.0,0,1.1509635,0,1
2004-11-19,1784.0,0.0,0,0.0,0,0
2004-11-20,1785.0,0.0,0,0.40501332,0,0
2004-11-21,1786.0,1.0,6,2.654364,0,1
2004-11-22,1787.0,0.0,0,0.0,0,2
2004-11-23,1788.0,0.0,0,0.65540355,0,2
2004-11-24,1789.0,0.0,0,0.0,0,0
